BEA,T5,O10,-3.76,12_12_12_6_5_4,12_12_12_6_6_6_6_5_5_5_5_5_4,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T5,O13,-3.83,12_12_6_6_6_5_5_5,12_12_12_6_6_6_6_5_5_5_5_5_4,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T5,O14,-3.59,6_6_6_6_5_5_4,12_12_12_6_6_6_6_5_5_5_5_5_4,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T5,O15,-3.75,12_6_6_5_5_5_5,12_12_12_6_6_6_6_5_5_5_5_5_4,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T6,O12,-3.71,12_12_12_6_5_4,12_12_12_6_6_6_6_6_5_5_5_5_5_4,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T6,O14,-3.56,6_6_6_6_5_5_4,12_12_12_6_6_6_6_6_5_5_5_5_5_4,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T6,O16,-3.76,12_12_6_6_6_5_5_5,12_12_12_6_6_6_6_6_5_5_5_5_5_4,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T6,O17,-3.71,12_6_6_5_5_5_5,12_12_12_6_6_6_6_6_5_5_5_5_5_4,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T7,O13,-3.77,12_12_6_6_6_5_5_5,12_12_12_12_12_12_12_12_6_6_6_6_5_5_5_5_5,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T7,O17,-3.70,12_6_6_5_5_5_5,12_12_12_12_12_12_12_12_6_6_6_6_5_5_5_5_5,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T7,O7,-3.72,12_12_12_12_12_12_12_6_5_5,12_12_12_12_12_12_12_12_6_6_6_6_5_5_5_5_5,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T7,O8,-3.75,12_12_12_12_12_12_6_6_5,12_12_12_12_12_12_12_12_6_6_6_6_5_5_5_5_5,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T8,O11,-3.78,12_12_12_12_12_12_12_12_12_6_6_5,12_12_12_12_12_12_12_12_12_12_12_6_6_6_6_6_5_5_5_5,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T8,O16,-3.83,12_12_6_6_6_5_5_5,12_12_12_12_12_12_12_12_12_12_12_6_6_6_6_6_5_5_5_5,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T9,O15,-3.75,12_6_6_5_5_5_5,12_12_12_12_12_6_6_6_5_5_5_5_5_5,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
BEA,T9,O3,-3.82,12_12_12_12_6_5_5,12_12_12_12_12_6_6_6_5_5_5_5_5_5,12_12_12_12_12_6_6_6_6_6_6_5_5_5_5_5_5_4_4_4
CHA,T1,O1,-3.51,6_4_4,8_8_6_4_4_4,8_6_4_4
CHA,T1,O2,-3.49,8_8_4,8_8_6_4_4_4,8_6_4_4
CHA,T1,O3,-3.54,8_6_4,8_8_6_4_4_4,8_6_4_4
CHA,T1,O4,-3.57,8_4_4,8_8_6_4_4_4,8_6_4_4
FAU,T1,O1,-3.15,12_4_4,12_6_6_4_4_4,12_6_6_4_4
FAU,T1,O2,-3.15,6_4_4,12_6_6_4_4_4,12_6_6_4_4
FAU,T1,O3,-3.06,6_6_4,12_6_6_4_4_4,12_6_6_4_4
FAU,T1,O4,-3.09,12_6_4,12_6_6_4_4_4,12_6_6_4_4
FER,T1,O1,-4.51,10_10_6_6_6_5_5_5,10_10_8_6_6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T1,O2,-4.56,10_10_8_6_5_5_5,10_10_8_6_6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T1,O3,-4.49,8_6_6_6_6_5_5,10_10_8_6_6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T1,O4,-4.41,6_6_6_6_5_5_5_5,10_10_8_6_6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T2,O2,-4.58,10_10_8_6_5_5_5,10_10_10_10_8_8_6_6_6_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T2,O5,-4.26,6_6_6_5_5,10_10_10_10_8_8_6_6_6_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T2,O6,-4.40,10_10_10_10_8_8_6,10_10_10_10_8_8_6_6_6_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T3,O1,-4.55,10_10_6_6_6_5_5_5,10_10_6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T3,O7,-4.30,6_6_5_5_5_5,10_10_6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T3,O8,-4.22,6_6_5_5,10_10_6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T4,O5,-4.61,6_6_6_5_5,6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
FER,T4,O7,-4.61,6_6_5_5_5_5,6_6_6_6_6_5_5_5_5_5_5,10_8_6_6_6_6_5_5_5_5
MFI,T1,O1,-4.55,10_10_10_6_6_5_5_5,10_10_10_10_6_6_6_6_6_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T1,O15,-4.67,10_10_6_6_5_5,10_10_10_10_6_6_6_6_6_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T1,O16,-4.48,6_6_6_5_5_5_5,10_10_10_10_6_6_6_6_6_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T1,O21,-4.64,10_10_10_6_6_6_5,10_10_10_10_6_6_6_6_6_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T10,O10,-4.71,6_6_6_5_5,10_10_6_6_6_6_5_5_5_4,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T10,O15,-4.65,10_10_6_6_5_5,10_10_6_6_6_6_5_5_5_4,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T10,O26,-4.65,10_10_6_6_4,10_10_6_6_6_6_5_5_5_4,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T10,O9,-4.44,6_5_5_4,10_10_6_6_6_6_5_5_5_4,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T11,O10,-4.67,6_6_6_5_5,10_6_6_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T11,O11,-4.60,10_6_6_6_5_5,10_6_6_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T11,O14,-4.51,6_6_5_5_5,10_6_6_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T11,O22,-4.55,10_6_6_6_6_5,10_6_6_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T12,O11,-4.62,10_6_6_6_5_5,10_10_10_6_6_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T12,O12,-4.56,6_6_6_6_5_5_5,10_10_10_6_6_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T12,O20,-4.61,10_10_10_6_5_5_5,10_10_10_6_6_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T12,O24,-4.56,10_10_6_6_6_6,10_10_10_6_6_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T2,O1,-4.57,10_10_10_6_6_5_5_5,10_10_10_10_6_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T2,O13,-4.27,6_6_6_6_5_5_5,10_10_10_10_6_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T2,O2,-4.66,10_10_10_10_5_5,10_10_10_10_6_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T2,O6,-4.70,10_6_6_5_5_5_5,10_10_10_10_6_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T3,O19,-4.74,10_6_6_5_5_5_5,10_10_10_10_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T3,O2,-4.65,10_10_10_10_5_5,10_10_10_10_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T3,O20,-4.67,10_10_10_6_5_5_5,10_10_10_10_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T3,O3,-4.44,6_6_6_5_5_5,10_10_10_10_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T4,O16,-4.48,6_6_6_5_5_5_5,10_6_6_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T4,O17,-4.73,10_6_6_5_5_5,10_6_6_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T4,O3,-4.37,6_6_6_5_5_5,10_6_6_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T4,O4,-4.62,10_6_6_5_5,10_6_6_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T5,O14,-4.57,6_6_5_5_5,10_10_10_10_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T5,O21,-4.61,10_10_10_6_6_6_5,10_10_10_10_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T5,O4,-4.62,10_6_6_5_5,10_10_10_10_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T5,O5,-4.70,10_10_10_10_6_5_5,10_10_10_10_6_6_6_6_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T6,O18,-4.66,10_10_10_10_6_5_5,10_10_10_10_10_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T6,O19,-4.69,10_6_6_5_5_5_5,10_10_10_10_10_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T6,O5,-4.75,10_10_10_10_6_5_5,10_10_10_10_10_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T6,O6,-4.74,10_6_6_5_5_5_5,10_10_10_10_10_6_6_6_5_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T7,O17,-4.76,10_6_6_5_5_5,10_10_6_6_6_6_6_6_6_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T7,O22,-4.58,10_6_6_6_6_5,10_10_6_6_6_6_6_6_6_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T7,O23,-4.58,10_6_6_6_6,10_10_6_6_6_6_6_6_6_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T7,O7,-4.73,10_6_6_6_6_5_5,10_10_6_6_6_6_6_6_6_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T8,O12,-4.31,6_6_6_6_5_5_5,10_6_6_6_6_6_6_6_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T8,O13,-4.30,6_6_6_6_5_5_5,10_6_6_6_6_6_6_6_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T8,O7,-4.68,10_6_6_6_6_5_5,10_6_6_6_6_6_6_6_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T8,O8,-4.62,10_6_6_5_5,10_6_6_6_6_6_6_6_5_5_5_5_5,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T9,O18,-4.64,10_10_10_10_6_5_5,10_10_10_10_6_6_6_5_5_5_4,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T9,O25,-4.64,10_10_10_6_6_4,10_10_10_10_6_6_6_5_5_5_4,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T9,O8,-4.65,10_6_6_5_5,10_10_10_10_6_6_6_5_5_5_4,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MFI,T9,O9,-4.53,6_5_5_4,10_10_10_10_6_6_6_5_5_5_4,10_10_10_10_10_10_6_6_6_6_6_6_6_6_6_6_6_6_6_5_5_5_5_5_5_5_5_5_5_5_4
MOR,T1,O1,-4.27,12_8_5_5,12_8_8_5_5_5_5_5,12_8_8_8_5_5_5_5_5_4
MOR,T1,O2,-4.26,8_5_5,12_8_8_5_5_5_5_5,12_8_8_8_5_5_5_5_5_4
MOR,T1,O3,-4.23,8_8_5_5_5,12_8_8_5_5_5_5_5,12_8_8_8_5_5_5_5_5_4
MOR,T1,O4,-4.33,12_5_5_5,12_8_8_5_5_5_5_5,12_8_8_8_5_5_5_5_5_4
MOR,T2,O4,-4.28,12_5_5_5,12_8_5_5_5_5_5_5,12_8_8_8_5_5_5_5_5_4
MOR,T2,O5,-4.23,8_5_5,12_8_5_5_5_5_5_5,12_8_8_8_5_5_5_5_5_4
MOR,T2,O6,-4.07,5_5_5_5,12_8_5_5_5_5_5_5,12_8_8_8_5_5_5_5_5_4
MOR,T2,O7,-4.11,12_8_5_5_5,12_8_5_5_5_5_5_5,12_8_8_8_5_5_5_5_5_4
MOR,T3,O3,-4.33,8_8_5_5_5,8_8_8_8_5_5_5_5_4,12_8_8_8_5_5_5_5_5_4
MOR,T3,O8,-3.93,8_8_8_8_4,8_8_8_8_5_5_5_5_4,12_8_8_8_5_5_5_5_5_4
MOR,T3,O9,-4.10,5_5_4,8_8_8_8_5_5_5_5_4,12_8_8_8_5_5_5_5_5_4
MOR,T4,O10,-4.29,12_12_8_8_4,12_12_8_8_5_5_5_5_4,12_8_8_8_5_5_5_5_5_4
MOR,T4,O7,-4.72,12_8_5_5_5,12_12_8_8_5_5_5_5_4,12_8_8_8_5_5_5_5_5_4
MOR,T4,O9,-4.47,5_5_4,12_12_8_8_5_5_5_5_4,12_8_8_8_5_5_5_5_5_4
